Zeit (TT-MM hh:mm),Wärme gesamt (kW),Kälte gesamt (kW),Strom gesamt (kW),Zone 1-Raumwärme (kW),Zone 1-Trinkwarmwasser (kW),Zone 1-Klimatisierung (kW),Zone 1-Prozesskälte (kW),Zone 1-Nutzerstrom (kW),Zone 1-Elektromobilität (kW)
03-03 11:00,151.3,0.0,0.0,150.0,1.2000000476837158,0,0,0,0
03-03 12:00,118.2,0.0,0.0,117.0999984741211,1.100000023841858,0,0,0,0
03-03 13:00,121.4,0.0,0.0,120.4000015258789,1.0,0,0,0,0
03-03 14:00,108.6,0.0,0.0,107.80000305175781,0.800000011920929,0,0,0,0
03-03 15:00,106.8,0.0,0.0,106.19999694824219,0.6000000238418579,0,0,0,0
03-03 16:00,112.5,0.0,0.0,112.4000015258789,0.10000000149011612,0,0,0,0
03-03 17:00,127.4,0.0,0.0,127.4000015258789,0.0,0,0,0,0
03-03 18:00,128.2,0.0,0.0,128.1999969482422,0.0,0,0,0,0
03-03 19:00,153.4,0.0,0.0,153.39999389648438,0.0,0,0,0,0
03-03 20:00,147.6,0.0,0.0,147.60000610351562,0.0,0,0,0,0
03-03 21:00,159.4,0.0,0.0,159.39999389648438,0.0,0,0,0,0
03-03 22:00,149.0,0.0,0.0,149.0,0.0,0,0,0,0
03-03 23:00,159.0,0.0,0.0,159.0,0.0,0,0,0,0
04-03 00:00,169.9,0.0,0.0,170.0,0.0,0,0,0,0
04-03 01:00,175.8,0.0,0.0,175.8000030517578,0.0,0,0,0,0
04-03 02:00,181.0,0.0,0.0,181.0,0.0,0,0,0,0
04-03 03:00,181.0,0.0,0.0,181.0,0.0,0,0,0,0
04-03 04:00,197.2,0.0,0.0,197.1999969482422,0.0,0,0,0,0
04-03 05:00,198.0,0.0,0.0,198.0,0.0,0,0,0,0
04-03 06:00,211.3,0.0,0.0,211.1999969482422,0.10000000149011612,0,0,0,0
04-03 07:00,247.4,0.0,0.0,247.3000030517578,0.10000000149011612,0,0,0,0
04-03 08:00,231.8,0.0,0.0,231.60000610351562,0.20000000298023224,0,0,0,0
04-03 09:00,200.7,0.0,0.0,200.39999389648438,0.4000000059604645,0,0,0,0
04-03 10:00,176.2,0.0,0.0,175.8000030517578,0.4000000059604645,0,0,0,0
04-03 11:00,156.7,0.0,0.0,156.3000030517578,0.4000000059604645,0,0,0,0
04-03 12:00,149.4,0.0,0.0,149.0,0.4000000059604645,0,0,0,0
04-03 13:00,151.4,0.0,0.0,151.0,0.4000000059604645,0,0,0,0
04-03 14:00,147.7,0.0,0.0,147.5,0.20000000298023224,0,0,0,0
04-03 15:00,168.0,0.0,0.0,167.89999389648438,0.10000000149011612,0,0,0,0
04-03 16:00,144.5,0.0,0.0,144.5,0.0,0,0,0,0
